customer_id,claim_id,policy_id,claim_date,incident_type,fault_status,claim_amount,settlement_amount,claim_status,reported_by,injury_involved,repair_shop
CUST000974,CLM000974,POL000681,27/04/2023,Other,Disputed,21542,19911,Closed,Policyholder,No,Write Off
CUST000975,CLM000975,POL000916,19/07/2023,Other,Disputed,3312,3223,Closed,Other,No,Approved Network
CUST000976,CLM000976,POL001142,22/10/2023,Collision,Not At Fault,544,520,Closed,Policyholder,Yes,Approved Network
CUST000977,CLM000977,POL001030,10/06/2021,Theft,Not At Fault,17517,0,Open,Policyholder,No,Approved Network
CUST000978,CLM000978,POL000843,30/01/2023,Other,At Fault,9902,9760,Closed,Third Party,Yes,Customer Choice
CUST000979,CLM000979,POL000483,27/05/2022,Collision,At Fault,23688,22514,Closed,Police,No,Approved Network
CUST000980,CLM000980,POL000132,29/09/2022,Hail,Not At Fault,19652,0,Pending,Police,No,Approved Network
CUST000981,CLM000981,POL001117,19/01/2023,Vandalism,At Fault,9285,8927,Closed,Third Party,No,Approved Network
CUST000982,CLM000982,POL000861,02/06/2021,Other,At Fault,24759,22547,Closed,Policyholder,No,Approved Network
CUST000983,CLM000983,POL000294,14/10/2022,Other,At Fault,15081,14937,Closed,Policyholder,No,Approved Network
CUST000984,CLM000984,POL000641,12/11/2023,Fire,Not At Fault,2426,0,Pending,Policyholder,No,Approved Network
CUST000985,CLM000985,POL001000,09/02/2022,Fire,Not At Fault,1356,1337,Closed,Policyholder,No,Write Off
CUST000986,CLM000986,POL000392,27/09/2022,Collision,At Fault,6488,5563,Closed,Other,No,Approved Network
CUST000987,CLM000987,POL000249,21/09/2021,Collision,At Fault,9243,0,Open,Third Party,Yes,Approved Network
CUST000988,CLM000988,POL000703,17/07/2021,Theft,Not At Fault,24731,24685,Closed,Police,Yes,Customer Choice
CUST000989,CLM000989,POL001441,17/09/2023,Collision,Not At Fault,4638,4206,Closed,Policyholder,No,Customer Choice
CUST000990,CLM000990,POL001167,18/06/2021,Collision,Not At Fault,11580,0,Pending,Third Party,No,Customer Choice
CUST000991,CLM000991,POL001261,02/01/2023,Collision,Not At Fault,16582,0,Open,Police,No,Approved Network
CUST000992,CLM000992,POL000287,28/04/2023,Other,At Fault,21158,18719,Closed,Policyholder,No,Customer Choice
CUST000993,CLM000993,POL000277,25/03/2022,Collision,At Fault,15370,14506,Closed,Policyholder,Yes,Approved Network
CUST000994,CLM000994,POL000387,04/10/2023,Collision,At Fault,1106,1054,Closed,Third Party,No,Approved Network
CUST000995,CLM000995,POL001406,20/01/2022,Theft,Not At Fault,9363,7977,Closed,Policyholder,No,Customer Choice
CUST000996,CLM000996,POL000450,20/11/2022,Theft,Not At Fault,5522,0,Pending,Other,No,Customer Choice
CUST000997,CLM000997,POL000291,29/10/2022,Collision,At Fault,16900,16765,Closed,Policyholder,No,Approved Network
CUST000998,CLM000998,POL001193,19/11/2021,Other,Not At Fault,22618,20208,Closed,Policyholder,No,Write Off
CUST000999,CLM000999,POL000443,14/07/2023,Vandalism,Not At Fault,19757,19727,Closed,Policyholder,No,Customer Choice
CUST001000,CLM001000,POL000656,29/10/2021,Theft,Disputed,24649,0,Pending,Policyholder,Yes,Customer Choice
