policy_id,customer_id,policy_start_date,policy_end_date,vehicle_make,vehicle_model,vehicle_year,vehicle_value,coverage_type,annual_premium,deductible,policy_status
POL000978,CUST000152,20/09/2023,21/10/2022,Honda,3 Series,2017,12338,Comprehensive,1886,750,Active
POL000979,CUST000955,25/12/2023,19/03/2024,Peugeot,Focus,2016,47718,Third Party Fire Theft,411,750,Active
POL000980,CUST000259,30/06/2021,31/03/2024,Audi,3 Series,2015,17500,Third Party Fire Theft,752,250,Expired
POL000981,CUST000324,17/01/2022,28/07/2022,Audi,A4,2018,16545,Comprehensive,2486,1000,Cancelled
POL000982,CUST001017,12/02/2022,12/12/2022,Honda,Corolla,2022,10241,Third Party,2171,250,Active
POL000983,CUST000869,23/10/2023,13/05/2022,Volkswagen,Qashqai,2012,28778,Comprehensive,1562,750,Active
POL000984,CUST001192,27/07/2023,15/01/2024,Toyota,C-Class,2020,27821,Comprehensive,552,500,Active
POL000985,CUST000688,14/02/2021,12/02/2023,Audi,Qashqai,2015,9695,Third Party,2304,500,Active
POL000986,CUST000310,23/03/2021,25/11/2023,Toyota,Golf,2013,16530,Third Party,1759,1000,Active
POL000987,CUST000803,22/05/2022,15/02/2023,BMW,Golf,2011,19318,Comprehensive,2242,1000,Active
POL000988,CUST001080,21/12/2023,07/04/2024,Ford,Civic,2010,27331,Third Party Fire Theft,1626,1000,Expired
POL000989,CUST000620,17/09/2022,09/09/2022,Volkswagen,Corsa,2021,31355,Third Party,2419,750,Active
POL000990,CUST000473,15/11/2022,22/04/2023,Ford,Corolla,2021,16324,Comprehensive,2157,750,Active
POL000991,CUST000461,01/10/2023,19/05/2024,Vauxhall,Corsa,2023,33149,Third Party Fire Theft,1400,1000,Active
POL000992,CUST000814,17/03/2023,19/10/2024,Volkswagen,Civic,2010,8218,Third Party Fire Theft,361,500,Active
POL000993,CUST000846,18/11/2021,25/07/2023,Ford,Corolla,2020,25141,Third Party Fire Theft,1794,500,Active
POL000994,CUST001165,07/02/2021,14/07/2023,Nissan,Qashqai,2019,41784,Comprehensive,1480,500,Active
POL000995,CUST000667,12/12/2022,30/03/2024,Vauxhall,Qashqai,2012,7837,Third Party Fire Theft,1105,750,Active
POL000996,CUST000262,22/12/2022,31/12/2023,BMW,Focus,2013,44802,Comprehensive,2472,250,Active
POL000997,CUST000355,29/12/2022,01/09/2024,Mercedes,3 Series,2011,45077,Comprehensive,2175,500,Cancelled
POL000998,CUST000770,12/09/2022,08/04/2024,Honda,208,2022,19379,Third Party,840,500,Active
POL000999,CUST000180,29/04/2022,19/09/2024,Audi,C-Class,2021,9239,Third Party Fire Theft,925,500,Active
POL001000,CUST000066,24/10/2023,13/11/2024,Peugeot,3 Series,2020,49896,Third Party Fire Theft,1914,1000,Active
POL001001,CUST000820,19/07/2022,26/07/2023,Volkswagen,C-Class,2020,25812,Comprehensive,405,750,Active
POL001002,CUST000171,07/05/2021,29/10/2022,Ford,Focus,2023,34669,Comprehensive,1454,1000,Active
POL001003,CUST000474,12/06/2022,20/07/2024,Ford,208,2020,14611,Comprehensive,2008,1000,Active
POL001004,CUST000534,04/03/2023,10/08/2022,Audi,Focus,2010,9150,Third Party,2208,250,Active
POL001005,CUST001131,02/03/2021,08/09/2022,Audi,A4,2013,16109,Comprehensive,2349,1000,Active
POL001006,CUST000439,28/07/2022,29/05/2023,Mercedes,Corolla,2016,39214,Third Party,668,250,Expired
POL001007,CUST000835,07/04/2022,29/09/2024,BMW,Civic,2019,31016,Comprehensive,1574,1000,Active
POL001008,CUST000227,07/11/2021,15/10/2024,Audi,Qashqai,2020,16936,Comprehensive,1245,500,Active
POL001009,CUST000442,01/12/2022,18/04/2023,Mercedes,Qashqai,2015,16036,Third Party Fire Theft,592,750,Active
POL001010,CUST000396,16/03/2023,03/10/2022,BMW,Corsa,2015,44236,Third Party Fire Theft,883,1000,Expired
POL001011,CUST000728,09/10/2021,02/03/2022,Volkswagen,3 Series,2020,19021,Comprehensive,2470,250,Active
POL001012,CUST000084,29/06/2021,23/07/2022,Nissan,Civic,2018,41943,Comprehensive,1064,750,Active
POL001013,CUST001037,22/02/2023,19/04/2022,Audi,Qashqai,2023,42848,Third Party Fire Theft,2412,250,Expired
POL001014,CUST000693,03/12/2023,20/05/2022,BMW,Corolla,2011,20471,Third Party Fire Theft,1604,500,Active
POL001015,CUST000493,11/04/2022,17/10/2024,Audi,Qashqai,2013,28244,Comprehensive,1714,1000,Active
POL001016,CUST001144,05/05/2023,24/02/2022,Ford,Corolla,2014,43985,Third Party,727,750,Active
POL001017,CUST000970,08/05/2022,02/01/2023,BMW,Corolla,2010,43440,Third Party,2314,500,Expired
POL001018,CUST000353,09/11/2021,23/02/2024,Mercedes,208,2017,6502,Third Party,406,1000,Expired
POL001019,CUST001081,24/05/2023,01/11/2023,Vauxhall,C-Class,2017,39178,Third Party,958,1000,Cancelled
POL001020,CUST000040,02/10/2022,09/11/2022,Ford,A4,2015,8770,Comprehensive,1482,250,Cancelled
POL001021,CUST000640,06/11/2022,13/09/2023,BMW,3 Series,2021,47865,Comprehensive,1525,250,Expired
POL001022,CUST000173,09/07/2023,17/07/2022,Toyota,Focus,2014,9001,Comprehensive,454,500,Active
POL001023,CUST000259,27/09/2021,06/06/2022,Vauxhall,3 Series,2017,25946,Third Party,1195,250,Expired
POL001024,CUST000517,28/02/2022,30/11/2024,Volkswagen,208,2012,5598,Comprehensive,1821,500,Active
POL001025,CUST000730,11/10/2021,05/10/2024,Audi,A4,2012,35316,Third Party Fire Theft,1920,500,Active
POL001026,CUST000523,19/02/2022,12/08/2024,Mercedes,208,2011,30567,Third Party,1292,500,Active
POL001027,CUST000839,10/10/2021,18/02/2023,Honda,Focus,2014,31508,Comprehensive,1623,250,Active
POL001028,CUST000117,25/09/2022,25/08/2023,Audi,Qashqai,2012,48744,Third Party Fire Theft,1685,750,Expired
POL001029,CUST000184,09/12/2023,16/10/2024,Volkswagen,Civic,2012,44159,Comprehensive,1601,500,Active
POL001030,CUST001140,04/10/2021,01/10/2024,Volkswagen,Qashqai,2015,35276,Third Party Fire Theft,1058,750,Active
POL001031,CUST000162,31/05/2023,30/10/2024,BMW,Qashqai,2017,28671,Comprehensive,1046,1000,Active
POL001032,CUST000543,25/10/2021,20/06/2023,Nissan,C-Class,2011,21450,Third Party,892,250,Expired
POL001033,CUST000839,20/11/2021,05/12/2023,Peugeot,C-Class,2013,19908,Third Party Fire Theft,1848,250,Active
POL001034,CUST001090,13/10/2022,06/02/2022,Toyota,A4,2020,49358,Third Party Fire Theft,315,750,Active
POL001035,CUST001094,19/05/2021,06/03/2022,Vauxhall,C-Class,2016,40518,Comprehensive,1292,1000,Active
POL001036,CUST000447,28/12/2023,31/05/2024,Vauxhall,C-Class,2010,36212,Comprehensive,1368,1000,Active
POL001037,CUST000416,31/08/2021,01/09/2022,BMW,Qashqai,2010,47684,Comprehensive,1644,500,Active
POL001038,CUST000532,13/01/2022,25/02/2024,BMW,Corsa,2021,11806,Comprehensive,2495,250,Active
POL001039,CUST000441,13/10/2022,10/07/2024,Audi,3 Series,2022,44197,Comprehensive,1002,1000,Expired
POL001040,CUST000738,26/10/2021,07/10/2023,Audi,A4,2019,45891,Third Party Fire Theft,912,1000,Active
POL001041,CUST000464,02/03/2021,10/02/2024,Nissan,Focus,2016,23015,Third Party Fire Theft,404,500,Active
POL001042,CUST000396,15/10/2022,25/06/2024,Toyota,Qashqai,2023,44220,Comprehensive,1797,500,Active
POL001043,CUST000711,28/04/2023,30/07/2024,Volkswagen,A4,2016,22158,Comprehensive,695,750,Active
POL001044,CUST000395,23/04/2023,15/03/2022,Volkswagen,C-Class,2010,20456,Comprehensive,2310,250,Active
POL001045,CUST000326,14/09/2022,09/03/2022,Peugeot,Focus,2010,32588,Third Party Fire Theft,1150,1000,Active
POL001046,CUST001115,27/06/2023,29/12/2022,Toyota,3 Series,2013,27491,Third Party,2288,750,Active
POL001047,CUST000750,15/07/2022,13/09/2023,Audi,C-Class,2014,29188,Comprehensive,741,250,Expired
POL001048,CUST001094,08/11/2021,03/12/2022,Ford,3 Series,2014,32079,Comprehensive,1968,750,Active
POL001049,CUST001190,20/01/2022,03/10/2024,Peugeot,C-Class,2013,9019,Third Party,1172,250,Active
POL001050,CUST000642,07/08/2021,01/06/2024,Peugeot,Focus,2017,17419,Comprehensive,966,250,Active
POL001051,CUST000214,27/09/2021,03/10/2022,Audi,A4,2016,38697,Comprehensive,1351,1000,Active
POL001052,CUST000369,14/01/2022,02/10/2023,Nissan,A4,2018,24396,Third Party,927,250,Active
POL001053,CUST000049,23/02/2021,07/03/2024,Mercedes,Qashqai,2016,44032,Comprehensive,1728,500,Active
POL001054,CUST001076,01/07/2022,25/09/2024,BMW,Corsa,2019,34892,Comprehensive,647,1000,Cancelled
POL001055,CUST000133,18/04/2022,13/08/2022,Volkswagen,Focus,2010,12973,Comprehensive,1563,500,Active
POL001056,CUST000999,21/04/2022,01/10/2024,Audi,Golf,2022,47465,Comprehensive,1317,750,Active
POL001057,CUST000786,18/04/2022,20/08/2024,Ford,208,2023,26113,Comprehensive,869,750,Expired
POL001058,CUST001190,23/02/2021,01/09/2024,Mercedes,Golf,2016,16136,Third Party Fire Theft,2373,250,Active
POL001059,CUST000373,06/01/2023,17/11/2022,BMW,Golf,2010,24203,Third Party,2252,250,Expired
POL001060,CUST000479,12/06/2021,03/11/2024,Nissan,Corsa,2016,36285,Third Party,1651,500,Active
POL001061,CUST000832,04/09/2023,25/04/2022,Peugeot,Qashqai,2019,28039,Third Party Fire Theft,969,500,Active
POL001062,CUST000650,02/10/2021,12/03/2024,Honda,C-Class,2017,6184,Third Party Fire Theft,1017,500,Active
POL001063,CUST000682,26/10/2023,24/06/2023,Audi,3 Series,2020,27727,Third Party,566,750,Expired
POL001064,CUST000688,19/08/2023,10/10/2024,Vauxhall,Corolla,2018,21911,Third Party Fire Theft,1738,500,Cancelled
POL001065,CUST000082,05/02/2023,13/02/2024,Honda,208,2021,5916,Third Party,1656,1000,Active
POL001066,CUST000087,12/01/2022,24/12/2023,Peugeot,C-Class,2012,8574,Comprehensive,1322,1000,Active
POL001067,CUST000225,05/03/2023,06/08/2023,Vauxhall,Golf,2013,41087,Third Party Fire Theft,2337,750,Active
POL001068,CUST000016,04/10/2023,19/10/2023,BMW,Focus,2013,22790,Comprehensive,864,500,Active
POL001069,CUST000822,29/08/2023,06/05/2022,Nissan,Focus,2021,22625,Comprehensive,1570,500,Active
POL001070,CUST000163,09/10/2021,27/02/2022,Toyota,Golf,2018,10206,Third Party,1359,250,Active
POL001071,CUST000514,02/12/2021,03/04/2022,Nissan,A4,2022,24517,Comprehensive,1724,1000,Active
POL001072,CUST000350,31/01/2022,20/09/2022,Volkswagen,C-Class,2016,42696,Comprehensive,327,750,Active
POL001073,CUST000681,09/04/2022,21/01/2024,Honda,3 Series,2012,21105,Third Party Fire Theft,519,500,Active
POL001074,CUST001116,08/03/2021,16/12/2023,Nissan,C-Class,2019,40656,Third Party,705,250,Cancelled
POL001075,CUST000181,17/04/2023,25/02/2022,Honda,Focus,2014,7690,Third Party Fire Theft,1937,750,Expired
POL001076,CUST000743,31/01/2021,30/11/2023,BMW,Qashqai,2016,41859,Third Party,2098,750,Active
POL001077,CUST000660,07/07/2022,19/02/2024,Volkswagen,208,2017,5690,Third Party Fire Theft,2059,1000,Expired
POL001078,CUST000493,26/04/2023,19/07/2022,Volkswagen,Corsa,2010,30103,Comprehensive,1974,500,Active
POL001079,CUST000923,01/04/2022,26/05/2024,Nissan,Corolla,2021,39263,Comprehensive,1091,750,Expired
POL001080,CUST000128,20/02/2022,08/12/2023,Honda,C-Class,2011,16085,Comprehensive,1262,250,Active
POL001081,CUST000565,23/02/2022,02/01/2024,Honda,208,2016,30825,Third Party,1609,250,Active
POL001082,CUST000550,16/05/2021,23/04/2024,Honda,Qashqai,2020,15720,Third Party,1133,750,Expired
POL001083,CUST000453,29/12/2021,21/12/2023,Mercedes,A4,2022,43641,Third Party Fire Theft,616,250,Active
POL001084,CUST000471,19/06/2023,26/04/2022,Peugeot,Civic,2023,42271,Third Party,1620,750,Cancelled
POL001085,CUST000988,01/10/2023,16/05/2023,Toyota,A4,2022,16720,Third Party,1630,250,Expired
POL001086,CUST000738,28/10/2022,23/05/2023,Peugeot,Golf,2011,5897,Comprehensive,650,750,Cancelled
POL001087,CUST000224,27/07/2023,26/04/2023,Ford,C-Class,2016,22094,Third Party,810,750,Active
POL001088,CUST000154,21/05/2022,02/10/2023,Audi,A4,2018,41463,Comprehensive,791,750,Active
POL001089,CUST000560,26/05/2023,23/06/2022,Audi,208,2020,40454,Third Party,2231,250,Active
POL001090,CUST000351,10/04/2023,15/05/2022,Audi,Corolla,2011,28572,Comprehensive,1917,750,Cancelled
POL001091,CUST001171,27/03/2021,17/09/2023,Honda,3 Series,2016,43546,Comprehensive,2356,1000,Active
POL001092,CUST000349,19/02/2023,23/08/2022,Audi,Civic,2013,20150,Comprehensive,1820,750,Active
POL001093,CUST000182,03/10/2022,23/11/2023,Toyota,A4,2020,21799,Third Party,1883,500,Active
POL001094,CUST000637,19/03/2023,14/12/2022,Audi,Corolla,2022,14663,Comprehensive,1875,500,Active
POL001095,CUST001018,12/12/2023,10/02/2022,Mercedes,Golf,2011,41948,Comprehensive,2061,1000,Active
POL001096,CUST000179,20/03/2021,30/10/2023,Toyota,3 Series,2022,42030,Comprehensive,2291,750,Active
POL001097,CUST001063,03/12/2023,18/03/2022,Toyota,Civic,2016,32007,Comprehensive,1568,500,Expired
POL001098,CUST000772,12/08/2021,01/08/2024,Peugeot,Corsa,2022,40283,Comprehensive,2380,750,Active
POL001099,CUST000894,14/07/2023,15/05/2024,BMW,Civic,2014,30671,Third Party,1346,500,Expired
POL001100,CUST001027,25/07/2023,20/11/2024,Volkswagen,3 Series,2010,30385,Comprehensive,348,250,Active
POL001101,CUST001016,28/03/2021,12/05/2024,Mercedes,Civic,2014,16236,Comprehensive,761,250,Active
POL001102,CUST000064,19/05/2022,01/07/2023,Nissan,3 Series,2021,27024,Third Party Fire Theft,635,1000,Active
POL001103,CUST000029,29/11/2023,11/02/2022,Vauxhall,3 Series,2021,44384,Third Party,1681,1000,Active
POL001104,CUST000372,22/03/2023,19/08/2024,BMW,A4,2012,22376,Third Party Fire Theft,1445,750,Active
POL001105,CUST000097,22/03/2021,15/02/2022,Vauxhall,208,2016,42138,Comprehensive,658,1000,Expired
POL001106,CUST000993,05/03/2023,11/10/2023,Mercedes,Civic,2015,23157,Third Party,492,750,Active
POL001107,CUST000021,24/11/2023,13/02/2024,Honda,3 Series,2017,24945,Third Party Fire Theft,1739,250,Active
POL001108,CUST000735,11/04/2021,10/03/2024,Nissan,C-Class,2022,41584,Third Party,1700,250,Active
POL001109,CUST001126,24/01/2022,23/10/2023,Volkswagen,Focus,2014,28017,Comprehensive,1055,500,Expired
POL001110,CUST001070,20/08/2022,20/07/2022,Audi,C-Class,2011,6756,Third Party,1984,750,Active
POL001111,CUST000066,20/06/2023,27/09/2024,Peugeot,3 Series,2018,40141,Comprehensive,1127,250,Active
POL001112,CUST000603,27/03/2023,24/07/2022,Ford,3 Series,2023,7576,Third Party Fire Theft,1189,250,Active
POL001113,CUST001188,16/09/2022,26/02/2023,Honda,Corolla,2020,30467,Comprehensive,952,750,Cancelled
POL001114,CUST001135,09/08/2022,20/11/2023,Nissan,208,2017,41952,Comprehensive,2221,500,Active
POL001115,CUST000338,03/08/2023,14/10/2024,Peugeot,A4,2015,36205,Third Party,1150,500,Active
POL001116,CUST000123,07/12/2021,26/10/2024,Volkswagen,Corsa,2022,40165,Third Party Fire Theft,410,500,Active
POL001117,CUST000447,16/05/2023,27/11/2023,Toyota,3 Series,2019,17674,Comprehensive,919,500,Expired
POL001118,CUST000611,26/08/2022,08/12/2022,Honda,Corsa,2016,48094,Third Party Fire Theft,1092,250,Active
POL001119,CUST000671,22/04/2021,06/09/2023,Honda,Corolla,2018,48314,Third Party Fire Theft,2397,750,Expired
POL001120,CUST000615,25/11/2023,15/01/2024,Toyota,A4,2016,27353,Comprehensive,1457,750,Active
POL001121,CUST000897,19/10/2021,11/06/2024,Toyota,Civic,2012,34849,Comprehensive,887,250,Active
POL001122,CUST000281,08/08/2023,18/02/2023,Volkswagen,Corolla,2015,9535,Comprehensive,1609,250,Active
POL001123,CUST001067,15/07/2023,14/10/2024,Honda,Corsa,2020,46936,Third Party Fire Theft,2257,250,Expired
POL001124,CUST000596,05/07/2021,04/06/2022,Volkswagen,Qashqai,2022,22118,Third Party Fire Theft,596,1000,Active
POL001125,CUST000703,23/10/2023,15/03/2023,Mercedes,3 Series,2020,5632,Third Party,1929,750,Expired
POL001126,CUST001075,20/08/2021,12/08/2023,Toyota,Focus,2016,18280,Comprehensive,868,750,Active
POL001127,CUST000210,04/01/2022,28/06/2023,Ford,208,2011,19746,Comprehensive,1487,750,Cancelled
POL001128,CUST000126,05/10/2021,08/04/2022,BMW,Corsa,2012,42036,Comprehensive,1131,500,Active
POL001129,CUST000492,17/03/2023,01/09/2023,Honda,Corolla,2013,24285,Third Party,909,250,Active
POL001130,CUST000960,27/04/2023,03/04/2024,Audi,Corolla,2019,23047,Comprehensive,315,250,Active
POL001131,CUST000970,25/10/2022,08/04/2023,Mercedes,Focus,2015,15207,Third Party Fire Theft,1669,250,Active
POL001132,CUST000581,13/07/2023,08/07/2022,Vauxhall,Corsa,2010,10591,Third Party Fire Theft,371,1000,Active
POL001133,CUST000777,21/02/2021,14/07/2022,Volkswagen,Focus,2018,32757,Comprehensive,569,750,Active
POL001134,CUST000258,02/01/2022,21/11/2023,Vauxhall,Focus,2014,21226,Third Party,586,250,Active
POL001135,CUST000230,19/07/2023,14/07/2023,Mercedes,3 Series,2022,34732,Comprehensive,365,1000,Active
POL001136,CUST000189,18/02/2022,18/05/2022,Nissan,A4,2021,32206,Comprehensive,1179,250,Active
POL001137,CUST000010,21/07/2023,23/12/2024,Nissan,Corsa,2023,25256,Comprehensive,367,500,Active
POL001138,CUST001138,04/07/2021,31/08/2024,Nissan,C-Class,2016,38822,Comprehensive,1516,750,Active
POL001139,CUST001100,28/05/2022,24/05/2024,Vauxhall,3 Series,2018,46340,Comprehensive,1702,1000,Active
POL001140,CUST000676,26/10/2022,06/03/2023,Mercedes,208,2018,48351,Comprehensive,1273,250,Active
POL001141,CUST000502,02/12/2021,13/12/2023,Audi,Focus,2010,45775,Third Party,807,750,Active
POL001142,CUST000085,11/09/2021,07/06/2022,Vauxhall,Focus,2010,14784,Third Party Fire Theft,1425,1000,Expired
POL001143,CUST000049,06/07/2021,11/09/2023,Vauxhall,Corsa,2012,42029,Comprehensive,1185,750,Cancelled
POL001144,CUST000838,22/08/2021,30/10/2024,Vauxhall,Qashqai,2015,40157,Comprehensive,2287,750,Active
POL001145,CUST001008,10/07/2023,07/09/2023,Volkswagen,Golf,2011,24937,Comprehensive,1074,500,Active
POL001146,CUST000689,14/01/2023,05/06/2024,Ford,Corsa,2019,16219,Third Party Fire Theft,1225,750,Active
POL001147,CUST000387,24/06/2021,04/10/2023,Nissan,A4,2021,14399,Third Party Fire Theft,419,1000,Active
POL001148,CUST000970,09/12/2023,14/02/2023,Audi,3 Series,2020,38312,Third Party,2238,750,Active
POL001149,CUST001006,26/02/2023,28/04/2024,Volkswagen,Civic,2010,32657,Comprehensive,787,1000,Active
POL001150,CUST000218,14/11/2023,03/04/2024,Audi,208,2010,25047,Comprehensive,2425,750,Active
POL001151,CUST001005,24/11/2021,30/05/2023,Volkswagen,Civic,2022,40007,Comprehensive,740,250,Active
POL001152,CUST000255,15/02/2023,21/11/2024,Mercedes,3 Series,2014,15559,Third Party Fire Theft,761,500,Active
POL001153,CUST000236,19/02/2023,17/07/2024,Mercedes,C-Class,2013,25157,Third Party Fire Theft,911,250,Active
POL001154,CUST001050,31/03/2021,05/01/2023,Mercedes,Golf,2010,40395,Comprehensive,1617,500,Active
POL001155,CUST000271,16/12/2021,08/02/2022,Audi,Civic,2013,11618,Comprehensive,1959,1000,Active
POL001156,CUST000123,18/11/2022,23/11/2024,Peugeot,3 Series,2012,49891,Third Party Fire Theft,1216,500,Active
POL001157,CUST000656,04/11/2021,18/01/2023,BMW,A4,2011,11780,Comprehensive,305,750,Expired
POL001158,CUST000259,29/11/2021,19/10/2024,Nissan,Focus,2018,32050,Third Party Fire Theft,980,750,Expired
POL001159,CUST000948,24/10/2021,13/03/2023,Mercedes,Qashqai,2023,13015,Comprehensive,1943,250,Active
POL001160,CUST000047,02/01/2022,15/08/2024,Ford,C-Class,2020,8130,Comprehensive,398,500,Active
POL001161,CUST000863,16/04/2021,03/07/2023,Mercedes,Qashqai,2010,33083,Comprehensive,825,1000,Active
POL001162,CUST000525,10/05/2023,27/12/2024,Mercedes,Corsa,2016,21480,Comprehensive,1480,1000,Active
POL001163,CUST000888,23/09/2022,07/06/2024,Volkswagen,Focus,2023,40476,Third Party Fire Theft,1989,750,Active
POL001164,CUST000208,26/09/2022,03/05/2022,Toyota,Focus,2022,43165,Comprehensive,1438,1000,Active
POL001165,CUST000747,03/07/2023,05/12/2024,Toyota,Corsa,2013,16528,Comprehensive,695,750,Active
POL001166,CUST000149,15/08/2022,15/02/2023,Peugeot,Qashqai,2014,10914,Comprehensive,1069,750,Active
POL001167,CUST000438,06/01/2022,17/01/2024,Ford,C-Class,2019,42136,Comprehensive,2126,750,Cancelled
POL001168,CUST000155,29/08/2021,05/08/2024,Honda,Corsa,2014,16179,Third Party,1845,250,Expired
POL001169,CUST001114,27/09/2021,30/10/2022,Nissan,Qashqai,2010,25472,Comprehensive,982,250,Active
POL001170,CUST000358,20/02/2022,08/05/2023,BMW,Corolla,2015,17076,Comprehensive,1856,750,Active
POL001171,CUST001198,08/01/2021,05/11/2022,Toyota,3 Series,2022,29783,Third Party Fire Theft,314,750,Active
POL001172,CUST000456,03/06/2022,07/09/2023,Audi,Focus,2018,18824,Comprehensive,1536,750,Expired
POL001173,CUST000776,26/01/2021,10/06/2024,Audi,A4,2011,9299,Third Party,304,1000,Expired
POL001174,CUST000629,29/07/2023,20/04/2024,Audi,Focus,2016,13118,Third Party,2208,750,Cancelled
POL001175,CUST000832,17/10/2023,15/10/2023,Honda,A4,2015,15756,Third Party Fire Theft,1725,750,Active
POL001176,CUST000486,19/10/2023,12/05/2022,Audi,Corolla,2014,12953,Comprehensive,1907,500,Expired
POL001177,CUST000533,12/01/2021,21/02/2023,Nissan,Corolla,2013,42552,Comprehensive,468,500,Active
POL001178,CUST000200,08/10/2023,24/04/2024,Peugeot,3 Series,2013,20185,Comprehensive,1091,500,Expired
POL001179,CUST000371,03/05/2022,01/07/2023,Nissan,Golf,2015,46792,Comprehensive,1299,500,Expired
POL001180,CUST001014,21/03/2022,11/08/2023,Honda,C-Class,2013,19674,Third Party Fire Theft,451,750,Active
POL001181,CUST000853,02/09/2023,25/11/2022,Honda,A4,2014,49476,Third Party,803,500,Active
POL001182,CUST000248,19/07/2023,10/06/2023,Volkswagen,Corolla,2022,38927,Third Party,1873,1000,Expired
POL001183,CUST000788,20/04/2023,29/04/2023,Vauxhall,Corsa,2015,5386,Comprehensive,2391,1000,Active
POL001184,CUST000264,24/06/2023,11/04/2024,Volkswagen,Civic,2014,31617,Comprehensive,803,500,Active
POL001185,CUST001082,12/06/2021,04/05/2023,Audi,3 Series,2016,12192,Third Party Fire Theft,1142,250,Active
POL001186,CUST000031,14/01/2021,21/08/2022,Toyota,Corsa,2018,15745,Comprehensive,650,1000,Active
POL001187,CUST000605,17/05/2022,04/11/2022,Toyota,A4,2019,35020,Comprehensive,2370,1000,Active
POL001188,CUST000502,24/07/2022,29/01/2023,Audi,Corsa,2016,47678,Third Party,1959,500,Active
POL001189,CUST001108,02/03/2022,26/02/2022,Honda,C-Class,2016,26159,Comprehensive,897,500,Active
POL001190,CUST000886,11/04/2021,18/05/2023,Honda,Golf,2013,8409,Comprehensive,1366,750,Active
POL001191,CUST000549,14/01/2022,28/09/2023,Nissan,Corsa,2010,30745,Comprehensive,339,1000,Active
POL001192,CUST000839,31/10/2021,08/08/2024,Ford,208,2023,34455,Third Party Fire Theft,474,500,Active
POL001193,CUST001117,23/04/2021,21/09/2024,Volkswagen,Golf,2017,43910,Comprehensive,1298,500,Active
POL001194,CUST000848,16/12/2022,12/06/2024,BMW,Corsa,2013,43735,Comprehensive,1784,750,Active
POL001195,CUST000614,17/03/2021,14/05/2024,Peugeot,Golf,2010,34166,Third Party,1516,1000,Active
POL001196,CUST000412,25/10/2021,17/03/2022,BMW,Corsa,2014,44973,Comprehensive,1135,500,Expired
POL001197,CUST000432,08/03/2021,18/02/2023,Mercedes,Focus,2023,33072,Third Party,1359,750,Active
POL001198,CUST000678,04/09/2022,23/11/2022,Ford,208,2023,17109,Comprehensive,1197,500,Expired
POL001199,CUST000159,10/11/2022,13/07/2023,Honda,3 Series,2017,7484,Comprehensive,1863,250,Active
POL001200,CUST000014,29/06/2021,07/10/2022,Volkswagen,3 Series,2013,39622,Comprehensive,1346,250,Cancelled
POL001201,CUST000373,11/04/2021,01/03/2022,Volkswagen,Corolla,2022,49399,Third Party Fire Theft,1231,500,Active
POL001202,CUST000225,12/08/2021,14/06/2023,Audi,Qashqai,2021,7597,Third Party,2438,1000,Active
POL001203,CUST001097,04/05/2023,23/07/2023,Toyota,Golf,2017,45597,Third Party,1551,250,Active
POL001204,CUST000511,01/01/2022,27/12/2022,Toyota,208,2017,45954,Third Party Fire Theft,1525,750,Active
POL001205,CUST000603,27/11/2021,28/03/2022,Toyota,3 Series,2012,8983,Third Party Fire Theft,1673,500,Active
POL001206,CUST000216,06/08/2022,22/09/2024,Nissan,Corolla,2018,44452,Comprehensive,1361,750,Active
POL001207,CUST000988,30/12/2021,10/02/2022,Mercedes,3 Series,2012,48151,Third Party,799,250,Active
POL001208,CUST000840,22/07/2023,24/04/2022,Volkswagen,C-Class,2010,22040,Comprehensive,2022,1000,Expired
POL001209,CUST000727,08/01/2023,21/06/2022,Peugeot,208,2011,49772,Third Party Fire Theft,2415,750,Active
POL001210,CUST000554,15/03/2021,05/10/2023,Ford,C-Class,2015,35554,Comprehensive,2063,250,Active
POL001211,CUST001066,10/07/2021,03/09/2023,Peugeot,Golf,2021,32916,Comprehensive,2470,250,Active
POL001212,CUST000676,05/09/2022,11/05/2022,Ford,Corsa,2019,49871,Comprehensive,2008,250,Active
POL001213,CUST000873,24/10/2022,13/04/2024,BMW,C-Class,2011,31372,Comprehensive,635,750,Cancelled
POL001214,CUST000283,25/01/2023,15/01/2024,BMW,Civic,2015,44080,Third Party,1476,250,Expired
POL001215,CUST001082,16/02/2023,04/07/2022,Volkswagen,Golf,2023,45706,Third Party Fire Theft,1078,500,Expired
POL001216,CUST000834,19/05/2021,23/03/2024,Peugeot,C-Class,2010,47722,Third Party Fire Theft,1485,250,Cancelled
POL001217,CUST000537,26/05/2023,15/10/2022,Peugeot,Corsa,2020,34048,Third Party Fire Theft,2233,500,Active
POL001218,CUST001097,13/05/2021,29/04/2023,Peugeot,Focus,2022,24669,Comprehensive,1766,1000,Active
POL001219,CUST000923,23/08/2022,18/08/2022,Peugeot,3 Series,2010,14777,Third Party Fire Theft,1861,500,Active
POL001220,CUST001153,23/08/2023,21/10/2024,Toyota,3 Series,2014,41331,Comprehensive,1238,1000,Expired
POL001221,CUST000842,03/10/2021,05/09/2022,Toyota,Golf,2019,25968,Third Party Fire Theft,1103,1000,Expired
POL001222,CUST000948,07/09/2021,04/12/2024,Audi,3 Series,2022,42809,Comprehensive,2235,500,Active
POL001223,CUST000665,17/07/2022,11/12/2024,Toyota,Corolla,2020,16292,Comprehensive,933,1000,Active
